,Feature,Gini,Importance (split),Importance (weight)
76,ENSG00000196756,0.0,0.0,
77,ENSG00000196754,0.0,0.0,
78,ENSG00000196743,0.0,0.0,
79,ENSG00000196741,0.0,0.0,
80,ENSG00000197037,0.0,0.0,
81,ENSG00000197044,0.0,0.0,
82,ENSG00000196659,0.0,0.0,
83,ENSG00000197279,0.0,0.0,
84,ENSG00000197283,0.0,0.0,
85,ENSG00000197275,0.0,0.0,
86,ENSG00000197265,0.0,0.0,
87,ENSG00000197261,0.0,0.0,
88,ENSG00000197258,0.0,0.0,
89,ENSG00000197256,0.0,0.0,
90,ENSG00000197253,0.0,0.0,
91,ENSG00000197249,0.0,0.0,
92,ENSG00000197245,0.0,0.0,
93,ENSG00000197223,0.0,0.0,
94,ENSG00000197226,0.0,0.0,
95,ENSG00000197217,0.0,0.0,
96,ENSG00000197045,0.0,0.0,
97,ENSG00000197083,0.0,0.0,
98,ENSG00000197121,0.0,0.0,
99,ENSG00000197119,0.0,0.0,
100,ENSG00000197114,0.0,0.0,
101,ENSG00000197111,0.0,0.0,
102,ENSG00000197106,0.0,0.0,
103,ENSG00000197102,0.0,0.0,
104,ENSG00000197093,0.0,0.0,
105,ENSG00000197081,0.0,0.0,
106,ENSG00000197124,0.0,0.0,
107,ENSG00000197077,0.0,0.0,
108,ENSG00000197070,0.0,0.0,
109,ENSG00000197063,0.0,0.0,
110,ENSG00000197062,0.0,0.0,
111,ENSG00000197056,0.0,0.0,
112,ENSG00000197054,0.0,0.0,
113,ENSG00000197050,0.0,0.0,
114,ENSG00000197122,0.0,0.0,
115,ENSG00000197128,0.0,0.0,
116,ENSG00000197208,0.0,0.0,
117,ENSG00000197165,0.0,0.0,
118,ENSG00000197191,0.0,0.0,
119,ENSG00000197183,0.0,0.0,
120,ENSG00000197182,0.0,0.0,
121,ENSG00000197181,0.0,0.0,
122,ENSG00000197180,0.0,0.0,
123,ENSG00000197170,0.0,0.0,
124,ENSG00000197168,0.0,0.0,
125,ENSG00000197162,0.0,0.0,
126,ENSG00000197134,0.0,0.0,
127,ENSG00000197157,0.0,0.0,
128,ENSG00000197150,0.0,0.0,
129,ENSG00000197147,0.0,0.0,
130,ENSG00000197146,0.0,0.0,
131,ENSG00000197142,0.0,0.0,
132,ENSG00000197140,0.0,0.0,
133,ENSG00000197136,0.0,0.0,
134,ENSG00000196660,0.0,0.0,
135,ENSG00000196656,0.0,0.0,
136,ENSG00000196655,0.0,0.0,
137,ENSG00000196367,0.0,0.0,
138,ENSG00000196368,0.0,0.0,
139,ENSG00000196565,0.0,0.0,
140,ENSG00000196562,0.0,0.0,
141,ENSG00000196559,0.0,0.0,
142,ENSG00000196557,0.0,0.0,
143,ENSG00000196550,0.0,0.0,
144,ENSG00000196549,0.0,0.0,
145,ENSG00000196547,0.0,0.0,
146,ENSG00000196544,0.0,0.0,
147,ENSG00000196542,0.0,0.0,
148,ENSG00000196535,0.0,0.0,
149,ENSG00000196533,0.0,0.0,
150,ENSG00000196531,0.0,0.0,
151,ENSG00000196526,0.0,0.0,
152,ENSG00000196517,0.0,0.0,
153,ENSG00000196511,0.0,0.0,
154,ENSG00000196510,0.0,0.0,
155,ENSG00000196507,0.0,0.0,
156,ENSG00000196569,0.0,0.0,
157,ENSG00000196576,0.0,0.0,
158,ENSG00000196581,0.0,0.0,
159,ENSG00000196632,0.0,0.0,
160,ENSG00000196653,0.0,0.0,
161,ENSG00000196652,0.0,0.0,
162,ENSG00000196648,0.0,0.0,
163,ENSG00000196646,0.0,0.0,
164,ENSG00000196642,0.0,0.0,
165,ENSG00000196639,0.0,0.0,
166,ENSG00000196636,0.0,0.0,
167,ENSG00000196628,0.0,0.0,
168,ENSG00000196584,0.0,0.0,
169,ENSG00000196616,0.0,0.0,
170,ENSG00000196605,0.0,0.0,
171,ENSG00000196604,0.0,0.0,
172,ENSG00000196597,0.0,0.0,
173,ENSG00000196591,0.0,0.0,
174,ENSG00000196588,0.0,0.0,
175,ENSG00000196586,0.0,0.0,
176,ENSG00000196505,0.0,0.0,
177,ENSG00000196504,0.0,0.0,
178,ENSG00000196502,0.0,0.0,
179,ENSG00000196391,0.0,0.0,
180,ENSG00000196419,0.0,0.0,
181,ENSG00000196418,0.0,0.0,
182,ENSG00000196417,0.0,0.0,
183,ENSG00000196411,0.0,0.0,
184,ENSG00000196409,0.0,0.0,
185,ENSG00000196405,0.0,0.0,
186,ENSG00000196396,0.0,0.0,
187,ENSG00000196388,0.0,0.0,
188,ENSG00000196422,0.0,0.0,
189,ENSG00000196387,0.0,0.0,
190,ENSG00000196381,0.0,0.0,
191,ENSG00000196378,0.0,0.0,
192,ENSG00000196376,0.0,0.0,
193,ENSG00000196372,0.0,0.0,
194,ENSG00000196371,0.0,0.0,
195,ENSG00000196369,0.0,0.0,
196,ENSG00000196421,0.0,0.0,
197,ENSG00000196428,0.0,0.0,
198,ENSG00000196498,0.0,0.0,
199,ENSG00000196460,0.0,0.0,
200,ENSG00000196497,0.0,0.0,
201,ENSG00000196482,0.0,0.0,
202,ENSG00000196476,0.0,0.0,
203,ENSG00000196470,0.0,0.0,
204,ENSG00000196468,0.0,0.0,
205,ENSG00000196466,0.0,0.0,
206,ENSG00000196465,0.0,0.0,
207,ENSG00000196459,0.0,0.0,
208,ENSG00000196436,0.0,0.0,
209,ENSG00000196458,0.0,0.0,
210,ENSG00000196456,0.0,0.0,
211,ENSG00000196455,0.0,0.0,
212,ENSG00000196453,0.0,0.0,
213,ENSG00000196449,0.0,0.0,
214,ENSG00000196440,0.0,0.0,
215,ENSG00000196437,0.0,0.0,
216,ENSG00000198342,0.0,1.0,
217,ENSG00000198315,0.0,0.0,
218,ENSG00000198312,0.0,0.0,
219,ENSG00000198301,0.0,0.0,
220,ENSG00000198300,0.0,0.0,
221,ENSG00000198156,0.0,0.0,
222,ENSG00000198176,0.0,0.0,
223,ENSG00000198171,0.0,0.0,
224,ENSG00000198169,0.0,0.0,
225,ENSG00000198168,0.0,0.0,
226,ENSG00000198162,0.0,0.0,
227,ENSG00000198160,0.0,0.0,
228,ENSG00000198157,0.0,0.0,
229,ENSG00000198155,0.0,0.0,
230,ENSG00000198185,0.0,0.0,
231,ENSG00000198150,0.0,0.0,
232,ENSG00000198142,0.0,0.0,
233,ENSG00000198182,0.0,0.0,
234,ENSG00000198189,0.0,0.0,
235,ENSG00000198198,0.0,0.0,
236,ENSG00000198221,0.0,0.0,
237,ENSG00000198218,0.0,0.0,
238,ENSG00000198216,0.0,0.0,
239,ENSG00000198208,0.0,0.0,
240,ENSG00000198205,0.0,0.0,
241,ENSG00000198203,0.0,0.0,
242,ENSG00000198768,0.0,1.0,
243,ENSG00000197798,0.0,1.0,
245,ENSG00000112562,0.10437710437710444,,0.06187241
329,ENSG00000197312,0.0,,0.0
330,ENSG00000197302,0.0,,0.0
331,ENSG00000197301,0.0,,0.0
332,ENSG00000197299,0.0,,0.0
333,ENSG00000197296,0.0,,0.0
334,ENSG00000197291,0.0,,0.0
337,ENSG00000197323,0.0,,0.0
345,ENSG00000197321,0.0,,0.0
346,ENSG00000197324,0.0,,0.0
348,ENSG00000197363,0.0,,0.0
349,ENSG00000197405,0.0,,0.0
350,ENSG00000197386,0.0,,0.0
351,ENSG00000197385,0.0,,0.0
352,ENSG00000197381,0.0,,0.0
353,ENSG00000197380,0.0,,0.0
354,ENSG00000197375,0.0,,0.0
355,ENSG00000197372,0.0,,0.0
356,ENSG00000197362,0.0,,0.0
357,ENSG00000197329,0.0,,0.0
358,ENSG00000197361,0.0,,0.0
359,ENSG00000197360,0.0,,0.0
360,ENSG00000197358,0.0,,0.0
361,ENSG00000197355,0.0,,0.0
362,ENSG00000197345,0.0,,0.0
363,ENSG00000197343,0.0,,0.0
364,ENSG00000197332,0.0,,0.0
407,ENSG00000197415,0.0,,0.0
408,ENSG00000196196,0.0,,0.0
409,ENSG00000196268,0.0,,0.0
410,ENSG00000196267,0.0,,0.0
411,ENSG00000196263,0.0,,0.0
412,ENSG00000196262,0.0,,0.0
413,ENSG00000196247,0.0,,0.0
414,ENSG00000196236,0.0,,0.0
415,ENSG00000196235,0.0,,0.0
416,ENSG00000196233,0.0,,0.0
417,ENSG00000196230,0.0,,0.0
418,ENSG00000196227,0.0,,0.0
419,ENSG00000196220,0.0,,0.0
420,ENSG00000196218,0.0,,0.0
421,ENSG00000196214,0.0,,0.0
422,ENSG00000196209,0.0,,0.0
423,ENSG00000196208,0.0,,0.0
424,ENSG00000196205,0.0,,0.0
425,ENSG00000196204,0.0,,0.0
426,ENSG00000196275,0.0,,0.0
427,ENSG00000196284,0.0,,0.0
428,ENSG00000196290,0.0,,0.0
429,ENSG00000196338,0.0,,0.0
430,ENSG00000196361,0.0,,0.0
431,ENSG00000196358,0.0,,0.0
432,ENSG00000196357,0.0,,0.0
433,ENSG00000196355,0.0,,0.0
434,ENSG00000196353,0.0,,0.0
435,ENSG00000196352,0.0,,0.0
436,ENSG00000196345,0.0,,0.0
437,ENSG00000196335,0.0,,0.0
438,ENSG00000196295,0.0,,0.0
439,ENSG00000196329,0.0,,0.0
440,ENSG00000196326,0.0,,0.0
441,ENSG00000196323,0.0,,0.0
442,ENSG00000196313,0.0,,0.0
443,ENSG00000196312,0.0,,0.0
444,ENSG00000196305,0.0,,0.0
445,ENSG00000196296,0.0,,0.0
446,ENSG00000196199,0.0,,0.0
447,ENSG00000196189,0.0,,0.0
449,ENSG00000196187,0.0,,0.0
450,ENSG00000196110,0.0,,0.0
451,ENSG00000196109,0.0,,0.0
452,ENSG00000196104,0.0,,0.0
453,ENSG00000196091,0.0,,0.0
454,ENSG00000196090,0.0,,0.0
455,ENSG00000196083,0.0,,0.0
456,ENSG00000196081,0.0,,0.0
457,ENSG00000196114,0.0,,0.0
458,ENSG00000196116,0.0,,0.0
459,ENSG00000196118,0.0,,0.0
460,ENSG00000196154,0.0,,0.0
461,ENSG00000196182,0.0,,0.0
462,ENSG00000196177,0.0,,0.0
463,ENSG00000196172,0.0,,0.0
464,ENSG00000196169,0.0,,0.0
465,ENSG00000196167,0.0,,0.0
466,ENSG00000196159,0.0,,0.0
467,ENSG00000196155,0.0,,0.0
468,ENSG00000196152,0.0,,0.0
469,ENSG00000196123,0.0,,0.0
470,ENSG00000196151,0.0,,0.0
471,ENSG00000196150,0.0,,0.0
472,ENSG00000196141,0.0,,0.0
473,ENSG00000196139,0.0,,0.0
474,ENSG00000196136,0.0,,0.0
475,ENSG00000196132,0.0,,0.0
476,ENSG00000196126,0.0,,0.0
477,ENSG00000196363,0.0,,0.0
478,ENSG00000196365,0.0,,0.0
558,ENSG00000197406,0.0,,0.0
559,ENSG00000198496,0.0,,0.0
560,ENSG00000198399,0.0,,0.0
561,ENSG00000198393,0.0,,0.0
562,ENSG00000198384,0.0,,0.0
563,ENSG00000198382,0.0,,0.0
564,ENSG00000198380,0.0,,0.0
565,ENSG00000198373,0.0,,0.0
566,ENSG00000198369,0.0,,0.0
567,ENSG00000198363,0.0,,0.0
568,ENSG00000198356,0.0,,0.0
569,ENSG00000198355,0.0,,0.0
570,ENSG00000198346,0.0,,0.0
572,ENSG00000198339,0.0,,0.0
573,ENSG00000198336,0.0,,0.0
574,ENSG00000198331,0.0,,0.0
575,ENSG00000198324,0.0,,0.0
577,ENSG00000198400,0.0,,0.0
578,ENSG00000198406,0.0,,0.0
579,ENSG00000198408,0.0,,0.0
580,ENSG00000198464,0.0,,0.0
581,ENSG00000198483,0.0,,0.0
582,ENSG00000198482,0.0,,0.0
583,ENSG00000198478,0.0,,0.0
584,ENSG00000198477,0.0,,0.0
585,ENSG00000198468,0.0,,0.0
586,ENSG00000198467,0.0,,0.0
587,ENSG00000198466,0.0,,0.0
588,ENSG00000198455,0.0,,0.0
589,ENSG00000198416,0.0,,0.0
590,ENSG00000198453,0.0,,0.0
591,ENSG00000198440,0.0,,0.0
592,ENSG00000198435,0.0,,0.0
593,ENSG00000198431,0.0,,0.0
594,ENSG00000198429,0.0,,0.0
595,ENSG00000198420,0.0,,0.0
596,ENSG00000198417,0.0,,0.0
611,ENSG00000198146,0.0,,0.0
613,ENSG00000198134,0.0,,0.0
614,ENSG00000198133,0.0,,0.0
615,ENSG00000198131,0.0,,0.0
616,ENSG00000198130,0.0,,0.0
619,ENSG00000198298,0.0,,0.0
620,ENSG00000198242,0.0,,0.0
621,ENSG00000198286,0.0,,0.0
622,ENSG00000198276,0.0,,0.0
623,ENSG00000198270,0.0,,0.0
624,ENSG00000198265,0.0,,0.0
625,ENSG00000198258,0.0,,0.0
626,ENSG00000198252,0.0,,0.0
627,ENSG00000198246,0.0,,0.0
628,ENSG00000198231,0.0,,0.0
630,ENSG00000198225,0.0,,0.0
637,ENSG00000198492,0.0,,0.0
638,ENSG00000198498,0.0,,0.0
639,ENSG00000198502,0.0,,0.0
640,ENSG00000198722,0.0,,0.0
641,ENSG00000198721,0.0,,0.0
642,ENSG00000198720,0.0,,0.0
643,ENSG00000198719,0.0,,0.0
644,ENSG00000198718,0.0,,0.0
645,ENSG00000198715,0.0,,0.0
646,ENSG00000198712,0.0,,0.0
647,ENSG00000198707,0.0,,0.0
648,ENSG00000198700,0.0,,0.0
649,ENSG00000198695,0.0,,0.0
650,ENSG00000198692,0.0,,0.0
651,ENSG00000198691,0.0,,0.0
652,ENSG00000198690,0.0,,0.0
653,ENSG00000198689,0.0,,0.0
654,ENSG00000198682,0.0,,0.0
655,ENSG00000198680,0.0,,0.0
656,ENSG00000198677,0.0,,0.0
657,ENSG00000198727,0.0,,0.0
658,ENSG00000198728,0.0,,0.0
659,ENSG00000198729,0.0,,0.0
660,ENSG00000198753,0.0,,0.0
661,ENSG00000198771,0.0,,0.0
663,ENSG00000198763,0.0,,0.0
664,ENSG00000198758,0.0,,0.0
665,ENSG00000198756,0.0,,0.0
666,ENSG00000198755,0.0,,0.0
667,ENSG00000198754,0.0,,0.0
668,ENSG00000198752,0.0,,0.0
669,ENSG00000198730,0.0,,0.0
670,ENSG00000198746,0.0,,0.0
671,ENSG00000198744,0.0,,0.0
672,ENSG00000198742,0.0,,0.0
673,ENSG00000198740,0.0,,0.0
674,ENSG00000198736,0.0,,0.0
675,ENSG00000198734,0.0,,0.0
676,ENSG00000198732,0.0,,0.0
677,ENSG00000198673,0.0,,0.0
678,ENSG00000198668,0.0,,0.0
679,ENSG00000198663,0.0,,0.0
680,ENSG00000198538,0.0,,0.0
681,ENSG00000198556,0.0,,0.0
682,ENSG00000198554,0.0,,0.0
683,ENSG00000198553,0.0,,0.0
684,ENSG00000198551,0.0,,0.0
685,ENSG00000198547,0.0,,0.0
686,ENSG00000198546,0.0,,0.0
687,ENSG00000198542,0.0,,0.0
688,ENSG00000198523,0.0,,0.0
689,ENSG00000198563,0.0,,0.0
690,ENSG00000198522,0.0,,0.0
691,ENSG00000198521,0.0,,0.0
692,ENSG00000198520,0.0,,0.0
693,ENSG00000198518,0.0,,0.0
694,ENSG00000198517,0.0,,0.0
695,ENSG00000198515,0.0,,0.0
696,ENSG00000198513,0.0,,0.0
697,ENSG00000198561,0.0,,0.0
698,ENSG00000198574,0.0,,0.0
699,ENSG00000198648,0.0,,0.0
700,ENSG00000198612,0.0,,0.0
701,ENSG00000198646,0.0,,0.0
702,ENSG00000198642,0.0,,0.0
703,ENSG00000198633,0.0,,0.0
704,ENSG00000198626,0.0,,0.0
705,ENSG00000198625,0.0,,0.0
706,ENSG00000198624,0.0,,0.0
707,ENSG00000198618,0.0,,0.0
708,ENSG00000198604,0.0,,0.0
709,ENSG00000198576,0.0,,0.0
710,ENSG00000198598,0.0,,0.0
711,ENSG00000198597,0.0,,0.0
712,ENSG00000198590,0.0,,0.0
713,ENSG00000198589,0.0,,0.0
714,ENSG00000198125,0.0,,0.0
716,ENSG00000182107,,7.0,0.15955035
717,ENSG00000121005,,8.0,0.059932265
718,ENSG00000198033,,13.0,0.050668444
719,ENSG00000175220,,5.0,0.034666486
720,ENSG00000138356,,3.0,0.02366033
